SNP_ID	SNP_newID	chromosome	position	cM						
S_4720873	M2772	4	4720873	15						
S_4776205	M2773	4	4776205	15.2						
S_4831537	M2774	4	4831537	15.4						
S_4886869	M2775	4	4886869	15.6						
S_4942201	M2776	4	4942201	15.8						
S_4997533	M2777	4	4997533	16						
S_5052865	M2778	4	5052865	16.2						
S_5108197	M2779	4	5108197	16.4						
S_5163529	M2780	4	5163529	16.6						
S_5218861	M2781	4	5218861	16.8						
S_5274193	M2782	4	5274193	17						
S_5329525	M2783	4	5329525	17.2						
S_5384857	M2784	4	5384857	17.4						
S_5440189	M2785	4	5440189	17.6						
S_5495521	M2786	4	5495521	17.8						
S_5550853	M2787	4	5550853	18						
S_5606185	M2788	4	5606185	18.2						
S_5661517	M2789	4	5661517	18.4						
S_5716849	M2790	4	5716849	18.6						
S_5772181	M2791	4	5772181	18.8						
S_5827513	M2792	4	5827513	19						
S_5882845	M2793	4	5882845	19.2						
S_5938177	M2794	4	5938177	19.4						
S_5993509	M2795	4	5993509	19.6						
S_6048841	M2796	4	6048841	19.8						
S_6104173	M2797	4	6104173	20						
S_6159505	M2798	4	6159505	20.2						
S_6214837	M2799	4	6214837	20.4						
S_6270169	M2800	4	6270169	20.6						
S_6325501	M2801	4	6325501	20.8						
S_6380833	M2802	4	6380833	21						
S_6436047	M2803	4	6436047	21.2						
S_6491142	M2804	4	6491142	21.4						
S_6546238	M2805	4	6546238	21.6						
S_6601333	M2806	4	6601333	21.8						
S_6763308	M2807	4	6763308	22						
S_6925284	M2808	4	6925284	22.2						
S_7087259	M2809	4	7087259	22.4						
S_7249235	M2810	4	7249235	22.6						
S_7411210	M2811	4	7411210	22.8						
S_7573186	M2812	4	7573186	23						
S_7735161	M2813	4	7735161	23.2						
S_7897136	M2814	4	7897136	23.4						
S_8059112	M2815	4	8059112	23.6						
S_8221087	M2816	4	8221087	23.8						
S_8383063	M2817	4	8383063	24						
S_8545038	M2818	4	8545038	24.2						
S_8707014	M2819	4	8707014	24.4						
S_8868989	M2820	4	8868989	24.6						
S_9030965	M2821	4	9030965	24.8						
S_9192940	M2822	4	9192940	25						
S_9354915	M2823	4	9354915	25.2						
S_9516891	M2824	4	9516891	25.4						
S_9678866	M2825	4	9678866	25.6						
S_9788439	M2826	4	9788439	25.8						
S_9845610	M2827	4	9845610	26						
S_9902781	M2828	4	9902781	26.2						
S_9959952	M2829	4	9959952	26.4						
S_10017123	M2830	4	10017123	26.6						
S_10074294	M2831	4	10074294	26.8						
S_10131465	M2832	4	10131465	27						
S_10188636	M2833	4	10188636	27.2						
S_10245807	M2834	4	10245807	27.4						
S_10302978	M2835	4	10302978	27.6						
S_10360149	M2836	4	10360149	27.8						
S_10417320	M2837	4	10417320	28						
S_10474491	M2838	4	10474491	28.2						
S_10531662	M2839	4	10531662	28.4						
S_10588833	M2840	4	10588833	28.6						
S_10646004	M2841	4	10646004	28.8						
S_10703175	M2842	4	10703175	29						
S_10760346	M2843	4	10760346	29.2						
S_10817517	M2844	4	10817517	29.4						
S_10874688	M2845	4	10874688	29.6						
S_10931859	M2846	4	10931859	29.8						
S_10989030	M2847	4	10989030	30						
S_11046201	M2848	4	11046201	30.2						
S_11103372	M2849	4	11103372	30.4						
S_11160543	M2850	4	11160543	30.6						
S_11217714	M2851	4	11217714	30.8						
S_11274885	M2852	4	11274885	31						
S_11332056	M2853	4	11332056	31.2						
S_11389227	M2854	4	11389227	31.4						
S_11437155	M2855	4	11437155	31.6						
S_11485084	M2856	4	11485084	31.8						
S_11533012	M2857	4	11533012	32						
S_11580940	M2858	4	11580940	32.2						
S_11628869	M2859	4	11628869	32.4						
S_11676797	M2860	4	11676797	32.6						
S_11724726	M2861	4	11724726	32.8						
S_11772654	M2862	4	11772654	33						
S_11820582	M2863	4	11820582	33.2						
S_11868511	M2864	4	11868511	33.4						
S_11916439	M2865	4	11916439	33.6						
S_12660242	M2866	4	12660242	33.8						
S_12761741	M2867	4	12761741	34						
S_12863240	M2868	4	12863240	34.2						
S_12964739	M2869	4	12964739	34.4						
S_13066238	M2870	4	13066238	34.6						
S_13167737	M2871	4	13167737	34.8						
S_13269236	M2872	4	13269236	35						
S_13370735	M2873	4	13370735	35.2						
S_13472233	M2874	4	13472233	35.4						
S_13573732	M2875	4	13573732	35.6						
S_13675231	M2876	4	13675231	35.8						
S_13776730	M2877	4	13776730	36						
S_13878229	M2878	4	13878229	36.2						
S_13979728	M2879	4	13979728	36.4						
S_14081227	M2880	4	14081227	36.6						
S_14182725	M2881	4	14182725	36.8						
S_14284224	M2882	4	14284224	37						
S_14385723	M2883	4	14385723	37.2						
S_14487222	M2884	4	14487222	37.4						
S_14588721	M2885	4	14588721	37.6						
S_14690220	M2886	4	14690220	37.8						
S_14791719	M2887	4	14791719	38						
S_14893218	M2888	4	14893218	38.2						
S_14994716	M2889	4	14994716	38.4						
S_15096215	M2890	4	15096215	38.6						
S_15197714	M2891	4	15197714	38.8						
S_15299213	M2892	4	15299213	39						
S_15637815	M2893	4	15637815	39.2						
S_15976417	M2894	4	15976417	39.4						
S_16315020	M2895	4	16315020	39.6						
S_16653622	M2896	4	16653622	39.8						
S_16992224	M2897	4	16992224	40						
S_17330826	M2898	4	17330826	40.2						
S_17494825	M2899	4	17494825	40.4						
S_17658824	M2900	4	17658824	40.6						
S_17822823	M2901	4	17822823	40.8						
S_17986822	M2902	4	17986822	41						
S_18150821	M2903	4	18150821	41.2						
S_18314820	M2904	4	18314820	41.4						
S_18478819	M2905	4	18478819	41.6						
S_18642818	M2906	4	18642818	41.8						
S_18806817	M2907	4	18806817	42						
S_18970816	M2908	4	18970816	42.2						
S_19134815	M2909	4	19134815	42.4						
S_19298814	M2910	4	19298814	42.6						
S_19462813	M2911	4	19462813	42.8						
S_19626812	M2912	4	19626812	43						
S_19790811	M2913	4	19790811	43.2						
S_19954810	M2914	4	19954810	43.4						
S_20118809	M2915	4	20118809	43.6						
S_20316931	M2916	4	20316931	43.8						
S_20549178	M2917	4	20549178	44						
S_20781425	M2918	4	20781425	44.2						
S_21013671	M2919	4	21013671	44.4						
S_21245918	M2920	4	21245918	44.6						
S_21478165	M2921	4	21478165	44.8						
S_21710411	M2922	4	21710411	45						
S_21942658	M2923	4	21942658	45.2						
S_22174905	M2924	4	22174905	45.4						
S_22407152	M2925	4	22407152	45.6						
S_22639398	M2926	4	22639398	45.8						
S_22871645	M2927	4	22871645	46						
S_23103892	M2928	4	23103892	46.2						
S_23336138	M2929	4	23336138	46.4						
S_23568385	M2930	4	23568385	46.6						
S_23800632	M2931	4	23800632	46.8						
S_24032878	M2932	4	24032878	47						
S_24265125	M2933	4	24265125	47.2						
S_24497372	M2934	4	24497372	47.4						
S_24894135	M2935	4	24894135	47.6						
S_25455414	M2936	4	25455414	47.8						
S_26016693	M2937	4	26016693	48						
S_26541223	M2938	4	26541223	48.2						
S_27029002	M2939	4	27029002	48.4						
S_27516782	M2940	4	27516782	48.6						
S_28004561	M2941	4	28004561	48.8						
S_28492341	M2942	4	28492341	49						
S_29170943	M2943	4	29170943	49.2						
S_29529943	M2944	4	29529943	49.4						
S_29888943	M2945	4	29888943	49.6						
S_30247943	M2946	4	30247943	49.8						
S_30606943	M2947	4	30606943	50						
S_30965943	M2948	4	30965943	50.2						
S_31324943	M2949	4	31324943	50.4						
S_31683942	M2950	4	31683942	50.6						
S_32042942	M2951	4	32042942	50.8						
S_32401942	M2952	4	32401942	51						
S_32760942	M2953	4	32760942	51.2						
S_33119942	M2954	4	33119942	51.4						
S_33478942	M2955	4	33478942	51.6						
S_33837942	M2956	4	33837942	51.8						
S_34190382	M2957	4	34190382	52						
S_34532724	M2958	4	34532724	52.2						
S_34875067	M2959	4	34875067	52.4						
S_35918862	M2960	4	35918862	52.6						
S_36356063	M2961	4	36356063	52.8						
S_36793263	M2962	4	36793263	53						
S_37230464	M2963	4	37230464	53.2						
S_37309227	M2964	4	37309227	53.4						
S_38186545	M2965	4	38186545	53.6						
S_39862418	M2966	4	39862418	53.8						
S_41538292	M2967	4	41538292	54						
S_43214166	M2968	4	43214166	54.2						
S_44890039	M2969	4	44890039	54.4						
S_46565913	M2970	4	46565913	54.6						
S_48241786	M2971	4	48241786	54.8						
S_49917660	M2972	4	49917660	55						
S_56312802	M2973	4	56312802	55.2						
S_57635112	M2974	4	57635112	55.4						
S_58957422	M2975	4	58957422	55.6						
S_65958274	M2976	4	65958274	55.8						
S_67852994	M2977	4	67852994	56						
S_71640363	M2978	4	71640363	56.2						
S_73531900	M2979	4	73531900	56.4						
S_76489998	M2980	4	76489998	56.6						
S_79448096	M2981	4	79448096	56.8						
S_81170570	M2982	4	81170570	57						
S_82893043	M2983	4	82893043	57.2						
S_85300612	M2984	4	85300612	57.4						
S_91656056	M2985	4	91656056	57.6						
S_103600817	M2986	4	103600817	57.8						
S_117187022	M2987	4	117187022	58						
S_125899580	M2988	4	125899580	58.2						
S_129817994	M2989	4	129817994	58.4						
S_133926556	M2990	4	133926556	58.6						
S_135727494	M2991	4	135727494	58.8						
S_136866579	M2992	4	136866579	59						
S_138005665	M2993	4	138005665	59.2						
S_139144750	M2994	4	139144750	59.4						
S_140283835	M2995	4	140283835	59.6						
S_141422921	M2996	4	141422921	59.8						
S_142562006	M2997	4	142562006	60						
S_143701092	M2998	4	143701092	60.2						
S_144840177	M2999	4	144840177	60.4						
S_145352802	M3000	4	145352802	60.6						
S_145865426	M3001	4	145865426	60.8						
S_146378051	M3002	4	146378051	61						
S_146890675	M3003	4	146890675	61.2						
S_147403300	M3004	4	147403300	61.4						
S_149276923	M3005	4	149276923	61.6						
S_150464488	M3006	4	150464488	61.8						
S_150743639	M3007	4	150743639	62						
S_151022790	M3008	4	151022790	62.2						
S_151301941	M3009	4	151301941	62.4						
S_151581091	M3010	4	151581091	62.6						
S_151860242	M3011	4	151860242	62.8						
S_152139393	M3012	4	152139393	63						
S_152418544	M3013	4	152418544	63.2						
S_152697695	M3014	4	152697695	63.4						
S_152976846	M3015	4	152976846	63.6						
S_153255997	M3016	4	153255997	63.8						
S_153535148	M3017	4	153535148	64						
S_153814298	M3018	4	153814298	64.2						
S_154093449	M3019	4	154093449	64.4						
S_154372600	M3020	4	154372600	64.6						
S_154651751	M3021	4	154651751	64.8						
S_154930902	M3022	4	154930902	65						
S_155210053	M3023	4	155210053	65.2						
S_155489204	M3024	4	155489204	65.4						
S_155768355	M3025	4	155768355	65.6						
S_155989091	M3026	4	155989091	65.8						
S_156151414	M3027	4	156151414	66						
S_156313737	M3028	4	156313737	66.2						
S_156476059	M3029	4	156476059	66.4						
S_156638382	M3030	4	156638382	66.6						
S_156800705	M3031	4	156800705	66.8						
S_156963027	M3032	4	156963027	67						
S_157125350	M3033	4	157125350	67.2						
S_157287673	M3034	4	157287673	67.4						
S_157449995	M3035	4	157449995	67.6						
S_157612318	M3036	4	157612318	67.8						
S_157774641	M3037	4	157774641	68						
S_157936963	M3038	4	157936963	68.2						
S_158099286	M3039	4	158099286	68.4						
S_158261609	M3040	4	158261609	68.6						
S_158423931	M3041	4	158423931	68.8						
S_158586254	M3042	4	158586254	69						
S_158748577	M3043	4	158748577	69.2						
S_158910899	M3044	4	158910899	69.4						
S_159073222	M3045	4	159073222	69.6						
S_159358250	M3046	4	159358250	69.8						
S_159643279	M3047	4	159643279	70						
S_159928307	M3048	4	159928307	70.2						
S_160213336	M3049	4	160213336	70.4						
S_160498364	M3050	4	160498364	70.6						
S_160783392	M3051	4	160783392	70.8						
S_161068421	M3052	4	161068421	71						
S_161353449	M3053	4	161353449	71.2						
S_161638478	M3054	4	161638478	71.4						
S_161923506	M3055	4	161923506	71.6						
S_162208534	M3056	4	162208534	71.8						
S_162493563	M3057	4	162493563	72						
S_162778591	M3058	4	162778591	72.2						
S_163063620	M3059	4	163063620	72.4						
S_163348648	M3060	4	163348648	72.6						
S_163633676	M3061	4	163633676	72.8						
S_163918705	M3062	4	163918705	73						
S_164203733	M3063	4	164203733	73.2						
S_164488762	M3064	4	164488762	73.4						
S_164773790	M3065	4	164773790	73.6						
S_165058818	M3066	4	165058818	73.8						
S_165343847	M3067	4	165343847	74						
S_165628875	M3068	4	165628875	74.2						
S_165913904	M3069	4	165913904	74.4						
S_166198932	M3070	4	166198932	74.6						
S_166483960	M3071	4	166483960	74.8						
S_166768989	M3072	4	166768989	75						
S_166942489	M3073	4	166942489	75.2						
S_167004460	M3074	4	167004460	75.4						
S_167066431	M3075	4	167066431	75.6						
S_167128403	M3076	4	167128403	75.8						
S_167190374	M3077	4	167190374	76						
S_167855868	M3078	4	167855868	76.2						
S_168521362	M3079	4	168521362	76.4						
S_169186856	M3080	4	169186856	76.6						
S_169852350	M3081	4	169852350	76.8						
S_170517844	M3082	4	170517844	77						
S_170661013	M3083	4	170661013	77.2						
S_170804182	M3084	4	170804182	77.4						
S_170947351	M3085	4	170947351	77.6						
S_171090520	M3086	4	171090520	77.8						
S_171233689	M3087	4	171233689	78						
S_171376858	M3088	4	171376858	78.2						
S_171481019	M3089	4	171481019	78.4						
S_171585179	M3090	4	171585179	78.6						
S_171689340	M3091	4	171689340	78.8						
S_171793501	M3092	4	171793501	79						
S_171897661	M3093	4	171897661	79.2						
S_172001822	M3094	4	172001822	79.4						
S_172105982	M3095	4	172105982	79.6						
S_172210143	M3096	4	172210143	79.8						
S_172314304	M3097	4	172314304	80						
S_172418464	M3098	4	172418464	80.2						
S_172522625	M3099	4	172522625	80.4						
S_172660150	M3100	4	172660150	80.6						
S_172797675	M3101	4	172797675	80.8						
S_172935199	M3102	4	172935199	81						
S_173072724	M3103	4	173072724	81.2						
S_173210249	M3104	4	173210249	81.4						
S_173274306	M3105	4	173274306	81.6						
S_173367879	M3106	4	173367879	81.8						
S_173490968	M3107	4	173490968	82						
S_173614056	M3108	4	173614056	82.2						
S_173737144	M3109	4	173737144	82.4						
S_173860233	M3110	4	173860233	82.6						
S_173983321	M3111	4	173983321	82.8						
S_174106409	M3112	4	174106409	83						
S_174229498	M3113	4	174229498	83.2						
S_174352586	M3114	4	174352586	83.4						
S_174475674	M3115	4	174475674	83.6						
S_174598763	M3116	4	174598763	83.8						
S_174721851	M3117	4	174721851	84						
S_174844940	M3118	4	174844940	84.2						
S_174968028	M3119	4	174968028	84.4						
S_175091116	M3120	4	175091116	84.6						
S_175214205	M3121	4	175214205	84.8						
S_175337293	M3122	4	175337293	85						
S_175503611	M3123	4	175503611	85.2						
S_175669928	M3124	4	175669928	85.4						
S_175836246	M3125	4	175836246	85.6						
S_176002564	M3126	4	176002564	85.8						
S_176168881	M3127	4	176168881	86						
S_176335199	M3128	4	176335199	86.2						
S_176501517	M3129	4	176501517	86.4						
S_176667835	M3130	4	176667835	86.6						
S_176834152	M3131	4	176834152	86.8						
S_177000470	M3132	4	177000470	87						
S_177166788	M3133	4	177166788	87.2						
S_177333105	M3134	4	177333105	87.4						
S_177499423	M3135	4	177499423	87.6						
S_177665741	M3136	4	177665741	87.8						
S_177832058	M3137	4	177832058	88						
S_177998376	M3138	4	177998376	88.2						
S_178164694	M3139	4	178164694	88.4						
S_178331011	M3140	4	178331011	88.6						
S_178497329	M3141	4	178497329	88.8						
S_178599822	M3142	4	178599822	89						
S_178638490	M3143	4	178638490	89.2						
S_178677158	M3144	4	178677158	89.4						
S_178715826	M3145	4	178715826	89.6						
S_178754494	M3146	4	178754494	89.8						
S_178793162	M3147	4	178793162	90						
S_178831830	M3148	4	178831830	90.2						
S_178870498	M3149	4	178870498	90.4						
S_178978945	M3150	4	178978945	90.6						
S_179157171	M3151	4	179157171	90.8						
S_179335397	M3152	4	179335397	91						
S_179513623	M3153	4	179513623	91.2						
S_179691849	M3154	4	179691849	91.4						
S_179870074	M3155	4	179870074	91.6						
S_180048300	M3156	4	180048300	91.8						
S_180226526	M3157	4	180226526	92						
S_180404752	M3158	4	180404752	92.2						
S_180582978	M3159	4	180582978	92.4						
S_180785427	M3160	4	180785427	92.6						
S_181004275	M3161	4	181004275	92.8						
S_181229893	M3162	4	181229893	93						
S_181371051	M3163	4	181371051	93.2						
S_181512208	M3164	4	181512208	93.4						
S_181653366	M3165	4	181653366	93.6						
S_181794523	M3166	4	181794523	93.8						
S_181935681	M3167	4	181935681	94						
S_182076838	M3168	4	182076838	94.2						
S_182217996	M3169	4	182217996	94.4						
S_182359154	M3170	4	182359154	94.6						
S_182500311	M3171	4	182500311	94.8						
S_182641469	M3172	4	182641469	95						
S_182782626	M3173	4	182782626	95.2						
S_182923784	M3174	4	182923784	95.4						
S_183064941	M3175	4	183064941	95.6						
S_183206099	M3176	4	183206099	95.8						
S_183347257	M3177	4	183347257	96						
S_183488414	M3178	4	183488414	96.2						
S_183629572	M3179	4	183629572	96.4						
S_183770729	M3180	4	183770729	96.6						
S_183911887	M3181	4	183911887	96.8						
S_184053044	M3182	4	184053044	97						
S_184194202	M3183	4	184194202	97.2						
S_184335360	M3184	4	184335360	97.4						
S_184476517	M3185	4	184476517	97.6						
S_184738069	M3186	4	184738069	97.8						
S_185120016	M3187	4	185120016	98						
S_185364288	M3188	4	185364288	98.2						
S_185470885	M3189	4	185470885	98.4						
S_185577482	M3190	4	185577482	98.6						
S_185684080	M3191	4	185684080	98.8						
S_185790677	M3192	4	185790677	99						
S_185897275	M3193	4	185897275	99.2						
S_186003872	M3194	4	186003872	99.4						
S_186110469	M3195	4	186110469	99.6						
S_186217067	M3196	4	186217067	99.8						
S_186323664	M3197	4	186323664	100						
S_186430261	M3198	4	186430261	100.2						
S_186592586	M3199	4	186592586	100.4						
S_186810637	M3200	4	186810637	100.6						
S_187028688	M3201	4	187028688	100.8						
S_187246739	M3202	4	187246739	101						
S_187434993	M3203	4	187434993	101.2						
S_187593452	M3204	4	187593452	101.4						
S_187751910	M3205	4	187751910	101.6						
S_187910369	M3206	4	187910369	101.8						
S_188068827	M3207	4	188068827	102						
S_188227286	M3208	4	188227286	102.2						
S_188385744	M3209	4	188385744	102.4						
S_188823272	M3210	4	188823272	102.6						
S_189171818	M3211	4	189171818	102.8						
S_189431381	M3212	4	189431381	103						
S_189690945	M3213	4	189690945	103.2						
S_189950508	M3214	4	189950508	103.4						
S_190210072	M3215	4	190210072	103.6						
S_190469635	M3216	4	190469635	103.8						
S_190729199	M3217	4	190729199	104						
S_190988762	M3218	4	190988762	104.2						
S_191248326	M3219	4	191248326	104.4						
S_191507889	M3220	4	191507889	104.6						
S_191767453	M3221	4	191767453	104.8						
S_191986520	M3222	4	191986520	105						
S_192205587	M3223	4	192205587	105.2						
